"function","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.030605,1,115.44,81.625,81.625,0
0.030554,1,115.61,81.75,81.75,0
0.030502,1,115.79,81.875,81.875,0
0.03045,1,115.97,82,82,0
0.030311,1,116.14,82.125,82.125,0
0.030173,1,116.32,82.25,82.25,0
0.030035,1,116.5,82.375,82.375,0
0.029897,1,116.67,82.5,82.5,0
0.029759,1,116.85,82.625,82.625,0
0.029621,1,117.03,82.75,82.75,0
0.029483,1,117.2,82.875,82.875,0
0.029346,1,117.38,83,83,0
0.029128,1,117.56,83.125,83.125,0
0.028911,1,117.73,83.25,83.25,0
0.028693,1,117.91,83.375,83.375,0
0.028477,1,118.09,83.5,83.5,0
0.02826,1,118.26,83.625,83.625,0
0.028045,1,118.44,83.75,83.75,0
0.027829,1,118.62,83.875,83.875,0
0.027614,1,118.79,84,84,0
0.027328,1,118.97,84.125,84.125,0
0.027043,1,119.15,84.25,84.25,0
0.026758,1,119.32,84.375,84.375,0
0.026474,1,119.5,84.5,84.5,0
0.026191,1,119.68,84.625,84.625,0
0.025908,1,119.85,84.75,84.75,0
0.025626,1,120.03,84.875,84.875,0
0.025344,1,120.21,85,85,0
0.025005,1,120.38,85.125,85.125,0
0.024666,1,120.56,85.25,85.25,0
0.024328,1,120.74,85.375,85.375,0
0.023991,1,120.92,85.5,85.5,0
0.023655,1,121.09,85.625,85.625,0
0.023319,1,121.27,85.75,85.75,0
0.022985,1,121.45,85.875,85.875,0
0.022651,1,121.62,86,86,0
0.022275,1,121.8,86.125,86.125,0
0.0219,1,121.98,86.25,86.25,0
0.021525,1,122.15,86.375,86.375,0
0.021152,1,122.33,86.5,86.5,0
0.020779,1,122.51,86.625,86.625,0
0.020408,1,122.68,86.75,86.75,0
0.020038,1,122.86,86.875,86.875,0
0.019668,1,123.04,87,87,0
0.019273,1,123.21,87.125,87.125,0
0.018879,1,123.39,87.25,87.25,0
0.018486,1,123.57,87.375,87.375,0
0.018095,1,123.74,87.5,87.5,0
0.017704,1,123.92,87.625,87.625,0
0.017314,1,124.1,87.75,87.75,0
0.016926,1,124.27,87.875,87.875,0
0.016539,1,124.45,88,88,0
0.016144,1,124.63,88.125,88.125,0
0.01575,1,124.8,88.25,88.25,0
0.015357,1,124.98,88.375,88.375,0
0.014966,1,125.16,88.5,88.5,0
0.014576,1,125.33,88.625,88.625,0
0.014186,1,125.51,88.75,88.75,0
0.013799,1,125.69,88.875,88.875,0
0.013412,1,125.87,89,89,0
0.013035,1,126.04,89.125,89.125,0
0.01266,1,126.22,89.25,89.25,0
0.012286,1,126.4,89.375,89.375,0
0.011913,1,126.57,89.5,89.5,0
0.011541,1,126.75,89.625,89.625,0
0.01117,1,126.93,89.75,89.75,0
0.010801,1,127.1,89.875,89.875,0
0.010433,1,127.28,90,90,0
0.010092,1,127.46,90.125,90.125,0
0.0097521,1,127.63,90.25,90.25,0
0.0094135,1,127.81,90.375,90.375,0
0.0090761,1,127.99,90.5,90.5,0
0.0087397,1,128.16,90.625,90.625,0
0.0084044,1,128.34,90.75,90.75,0
0.0080702,1,128.52,90.875,90.875,0
0.0077371,1,128.69,91,91,0
0.0074472,1,128.87,91.125,91.125,0
0.0071582,1,129.05,91.25,91.25,0
0.0068702,1,129.22,91.375,91.375,0
0.0065832,1,129.4,91.5,91.5,0
0.0062971,1,129.58,91.625,91.625,0
0.006012,1,129.75,91.75,91.75,0
0.0057279,1,129.93,91.875,91.875,0
0.0054448,1,130.11,92,92,0
0.0052181,1,130.28,92.125,92.125,0
0.0049922,1,130.46,92.25,92.25,0
0.004767,1,130.64,92.375,92.375,0
0.0045427,1,130.81,92.5,92.5,0
0.0043191,1,130.99,92.625,92.625,0
0.0040964,1,131.17,92.75,92.75,0
0.0038744,1,131.35,92.875,92.875,0
0.0036533,1,131.52,93,93,0
0.0034989,1,131.7,93.125,93.125,0
0.0033451,1,131.88,93.25,93.25,0
0.0031919,1,132.05,93.375,93.375,0
0.0030392,1,132.23,93.5,93.5,0
0.002887,1,132.41,93.625,93.625,0
0.0027354,1,132.58,93.75,93.75,0
0.0025844,1,132.76,93.875,93.875,0
0.0024339,1,132.94,94,94,0
0.0023573,1,133.11,94.125,94.125,0
0.002281,1,133.29,94.25,94.25,0
0.002205,1,133.47,94.375,94.375,0
0.0021292,1,133.64,94.5,94.5,0
0.0020537,1,133.82,94.625,94.625,0
0.0019784,1,134,94.75,94.75,0
0.0019035,1,134.17,94.875,94.875,0
0.0018288,1,134.35,95,95,0
0.0018314,1,134.53,95.125,95.125,0
0.001834,1,134.7,95.25,95.25,0
0.0018366,1,134.88,95.375,95.375,0
0.0018391,1,135.06,95.5,95.5,0
0.0018416,1,135.23,95.625,95.625,0
0.001844,1,135.41,95.75,95.75,0
0.0018464,1,135.59,95.875,95.875,0
0.0018488,1,135.76,96,96,0
0.0019282,1,135.94,96.125,96.125,0
0.0020073,1,136.12,96.25,96.25,0
0.002086,1,136.29,96.375,96.375,0
0.0021643,1,136.47,96.5,96.5,0
0.0022422,1,136.65,96.625,96.625,0
0.0023197,1,136.83,96.75,96.75,0
0.0023969,1,137,96.875,96.875,0
0.0024736,1,137.18,97,97,0
0.0026236,1,137.36,97.125,97.125,0
0.0027729,1,137.53,97.25,97.25,0
0.0029215,1,137.71,97.375,97.375,0
0.0030693,1,137.89,97.5,97.5,0
0.0032164,1,138.06,97.625,97.625,0
0.0033627,1,138.24,97.75,97.75,0
0.0035083,1,138.42,97.875,97.875,0
0.0036532,1,138.59,98,98,0
0.0038641,1,138.77,98.125,98.125,0
0.0040739,1,138.95,98.25,98.25,0
0.0042827,1,139.12,98.375,98.375,0
0.0044903,1,139.3,98.5,98.5,0
0.0046969,1,139.48,98.625,98.625,0
0.0049024,1,139.65,98.75,98.75,0
0.0051069,1,139.83,98.875,98.875,0
0.0053102,1,140.01,99,99,0
0.0055694,1,140.18,99.125,99.125,0
0.0058272,1,140.36,99.25,99.25,0
0.0060836,1,140.54,99.375,99.375,0
0.0063385,1,140.71,99.5,99.5,0
0.0065921,1,140.89,99.625,99.625,0
0.0068443,1,141.07,99.75,99.75,0
0.0070951,1,141.24,99.875,99.875,0
0.0073445,1,141.42,100,100,0
0.007637,1,141.6,100.12,100.12,0
0.0079279,1,141.77,100.25,100.25,0
0.0082171,1,141.95,100.38,100.38,0
0.0085046,1,142.13,100.5,100.5,0
0.0087905,1,142.31,100.62,100.62,0
0.0090746,1,142.48,100.75,100.75,0
0.0093571,1,142.66,100.88,100.88,0
0.0096378,1,142.84,101,101,0
0.0099473,1,143.01,101.12,101.12,0
0.010255,1,143.19,101.25,101.25,0
0.010561,1,143.37,101.38,101.38,0
0.010864,1,143.54,101.5,101.5,0
0.011166,1,143.72,101.62,101.62,0
0.011466,1,143.9,101.75,101.75,0
0.011764,1,144.07,101.88,101.88,0
0.01206,1,144.25,102,102,0
0.01237,1,144.43,102.12,102.12,0
0.012677,1,144.6,102.25,102.25,0
0.012982,1,144.78,102.38,102.38,0
0.013285,1,144.96,102.5,102.5,0
0.013586,1,145.13,102.62,102.62,0
0.013885,1,145.31,102.75,102.75,0
0.014182,1,145.49,102.88,102.88,0
0.014477,1,145.66,103,103,0
0.014769,1,145.84,103.12,103.12,0
0.015059,1,146.02,103.25,103.25,0
0.015346,1,146.19,103.38,103.38,0
0.015632,1,146.37,103.5,103.5,0
0.015916,1,146.55,103.62,103.62,0
0.016197,1,146.72,103.75,103.75,0
0.016476,1,146.9,103.88,103.88,0
0.016753,1,147.08,104,104,0
0.017012,1,147.25,104.12,104.12,0
0.017268,1,147.43,104.25,104.25,0
0.017523,1,147.61,104.38,104.38,0
0.017775,1,147.79,104.5,104.5,0
0.018026,1,147.96,104.62,104.62,0
0.018274,1,148.14,104.75,104.75,0
0.018519,1,148.32,104.88,104.88,0
0.018763,1,148.49,105,105,0
0.018974,1,148.67,105.12,105.12,0
0.019184,1,148.85,105.25,105.25,0
0.019391,1,149.02,105.38,105.38,0
0.019596,1,149.2,105.5,105.5,0
0.019799,1,149.38,105.62,105.62,0
0.02,1,149.55,105.75,105.75,0
0.020199,1,149.73,105.88,105.88,0
0.020396,1,149.91,106,106,0
0.020548,1,150.08,106.12,106.12,0
0.020698,1,150.26,106.25,106.25,0
0.020846,1,150.44,106.38,106.38,0
0.020993,1,150.61,106.5,106.5,0
0.021137,1,150.79,106.62,106.62,0
0.02128,1,150.97,106.75,106.75,0
0.02142,1,151.14,106.88,106.88,0
0.021559,1,151.32,107,107,0
0.021643,1,151.5,107.12,107.12,0
0.021726,1,151.67,107.25,107.25,0
0.021806,1,151.85,107.38,107.38,0
0.021886,1,152.03,107.5,107.5,0
0.021963,1,152.2,107.62,107.62,0
0.022039,1,152.38,107.75,107.75,0
0.022113,1,152.56,107.88,107.88,0
0.022185,1,152.74,108,108,0
0.022196,1,152.91,108.12,108.12,0
0.022206,1,153.09,108.25,108.25,0
0.022214,1,153.27,108.38,108.38,0
0.022221,1,153.44,108.5,108.5,0
0.022227,1,153.62,108.62,108.62,0
0.022231,1,153.8,108.75,108.75,0
0.022234,1,153.97,108.88,108.88,0
0.022235,1,154.15,109,109,0
0.022171,1,154.33,109.12,109.12,0
0.022107,1,154.5,109.25,109.25,0
0.022041,1,154.68,109.38,109.38,0
0.021974,1,154.86,109.5,109.5,0
0.021907,1,155.03,109.62,109.62,0
0.021838,1,155.21,109.75,109.75,0
0.021769,1,155.39,109.88,109.88,0
0.021699,1,155.56,110,110,0
0.021562,1,155.74,110.12,110.12,0
0.021425,1,155.92,110.25,110.25,0
0.021288,1,156.09,110.38,110.38,0
0.02115,1,156.27,110.5,110.5,0
0.021012,1,156.45,110.62,110.62,0
0.020874,1,156.62,110.75,110.75,0
0.020735,1,156.8,110.88,110.88,0
0.020596,1,156.98,111,111,0
0.020392,1,157.15,111.12,111.12,0
0.020189,1,157.33,111.25,111.25,0
0.019987,1,157.51,111.38,111.38,0
0.019784,1,157.68,111.5,111.5,0
0.019581,1,157.86,111.62,111.62,0
0.019379,1,158.04,111.75,111.75,0
0.019177,1,158.22,111.88,111.88,0
0.018975,1,158.39,112,112,0
0.018715,1,158.57,112.12,112.12,0
0.018455,1,158.75,112.25,112.25,0
0.018196,1,158.92,112.38,112.38,0
0.017938,1,159.1,112.5,112.5,0
0.017681,1,159.28,112.62,112.62,0
0.017424,1,159.45,112.75,112.75,0
0.017168,1,159.63,112.88,112.88,0
0.016914,1,159.81,113,113,0
0.016608,1,159.98,113.12,113.12,0
0.016304,1,160.16,113.25,113.25,0
0.016002,1,160.34,113.38,113.38,0
0.015701,1,160.51,113.5,113.5,0
0.015401,1,160.69,113.62,113.62,0
0.015103,1,160.87,113.75,113.75,0
0.014806,1,161.04,113.88,113.88,0
0.01451,1,161.22,114,114,0
0.014175,1,161.4,114.12,114.12,0
0.013841,1,161.57,114.25,114.25,0
0.01351,1,161.75,114.38,114.38,0
0.01318,1,161.93,114.5,114.5,0
0.012853,1,162.1,114.62,114.62,0
0.012527,1,162.28,114.75,114.75,0
0.012204,1,162.46,114.88,114.88,0
0.011883,1,162.63,115,115,0
0.011533,1,162.81,115.12,115.12,0
0.011187,1,162.99,115.25,115.25,0
0.010843,1,163.16,115.38,115.38,0
0.010501,1,163.34,115.5,115.5,0
0.010162,1,163.52,115.62,115.62,0
0.0098262,1,163.7,115.75,115.75,0
0.0094927,1,163.87,115.88,115.88,0
0.0091619,1,164.05,116,116,0
0.0088159,1,164.23,116.12,116.12,0
0.008473,1,164.4,116.25,116.25,0
0.0081335,1,164.58,116.38,116.38,0
0.0077971,1,164.76,116.5,116.5,0
0.007464,1,164.93,116.62,116.62,0
0.0071341,1,165.11,116.75,116.75,0
0.0068075,1,165.29,116.88,116.88,0
0.0064842,1,165.46,117,117,0
0.0061587,1,165.64,117.12,117.12,0
0.0058369,1,165.82,117.25,117.25,0
0.005519,1,165.99,117.38,117.38,0
0.0052048,1,166.17,117.5,117.5,0
0.0048944,1,166.35,117.62,117.62,0
0.0045877,1,166.52,117.75,117.75,0
0.0042849,1,166.7,117.88,117.88,0
0.0039857,1,166.88,118,118,0
0.0036972,1,167.05,118.12,118.12,0
0.0034129,1,167.23,118.25,118.25,0
0.0031328,1,167.41,118.38,118.38,0
0.002857,1,167.58,118.5,118.5,0
0.0025854,1,167.76,118.62,118.62,0
0.0023179,1,167.94,118.75,118.75,0
0.0020547,1,168.11,118.88,118.88,0
0.0017958,1,168.29,119,119,0
0.001559,1,168.47,119.12,119.12,0
0.0013268,1,168.64,119.25,119.25,0
0.0010991,1,168.82,119.38,119.38,0
0.00087609,1,169,119.5,119.5,0
0.00065763,1,169.18,119.62,119.62,0
0.00044375,1,169.35,119.75,119.75,0
0.00023445,1,169.53,119.88,119.88,0
2.9744e-05,1,169.71,120,120,0
-0.00014296,1,169.88,120.12,120.12,0
-0.00031082,1,170.06,120.25,120.25,0
-0.00047383,1,170.24,120.38,120.38,0
-0.000632,1,170.41,120.5,120.5,0
-0.00078533,1,170.59,120.62,120.62,0
-0.00093381,1,170.77,120.75,120.75,0
-0.0010775,1,170.94,120.88,120.88,0
-0.0012162,1,171.12,121,121,0
-0.0013155,1,171.3,121.12,121.12,0
-0.0014097,1,171.47,121.25,121.25,0
-0.001499,1,171.65,121.38,121.38,0
-0.0015833,1,171.83,121.5,121.5,0
-0.0016625,1,172,121.62,121.62,0
-0.0017368,1,172.18,121.75,121.75,0
-0.0018061,1,172.36,121.88,121.88,0
-0.0018704,1,172.53,122,122,0
-0.0018903,1,172.71,122.12,122.12,0
-0.0019052,1,172.89,122.25,122.25,0
-0.0019151,1,173.06,122.38,122.38,0
-0.00192,1,173.24,122.5,122.5,0
-0.0019198,1,173.42,122.62,122.62,0
-0.0019146,1,173.59,122.75,122.75,0
-0.0019044,1,173.77,122.88,122.88,0
-0.0018892,1,173.95,123,123,0
-0.0018277,1,174.13,123.12,123.12,0
-0.0017613,1,174.3,123.25,123.25,0
-0.00169,1,174.48,123.38,123.38,0
-0.0016137,1,174.66,123.5,123.5,0
-0.0015325,1,174.83,123.62,123.62,0
-0.0014465,1,175.01,123.75,123.75,0
-0.0013554,1,175.19,123.88,123.88,0
-0.0012595,1,175.36,124,124,0
-0.0011185,1,175.54,124.12,124.12,0
-0.00097283,1,175.72,124.25,124.25,0
-0.00082245,1,175.89,124.38,124.38,0
-0.00066736,1,176.07,124.5,124.5,0
-0.00050757,1,176.25,124.62,124.62,0
-0.00034308,1,176.42,124.75,124.75,0
-0.00017389,1,176.6,124.88,124.88,0
0,1,176.78,125,125,0
0.00021467,1,176.95,125.12,125.12,0
0.0004337,1,177.13,125.25,125.25,0
0.0006571,1,177.31,125.38,125.38,0
0.00088485,1,177.48,125.5,125.5,0
0.001117,1,177.66,125.62,125.62,0
0.0013535,1,177.84,125.75,125.75,0
0.0015943,1,178.01,125.88,125.88,0
0.0018395,1,178.19,126,126,0
0.0021184,1,178.37,126.12,126.12,0
0.0024011,1,178.54,126.25,126.25,0
0.0026878,1,178.72,126.38,126.38,0
0.0029784,1,178.9,126.5,126.5,0
0.0032729,1,179.07,126.62,126.62,0
0.0035713,1,179.25,126.75,126.75,0
0.0038737,1,179.43,126.88,126.88,0
0.0041799,1,179.61,127,127,0
0.0045102,1,179.78,127.12,127.12,0
0.0048438,1,179.96,127.25,127.25,0
0.0051808,1,180.14,127.38,127.38,0
0.0055211,1,180.31,127.5,127.5,0
0.0058649,1,180.49,127.62,127.62,0
0.0062119,1,180.67,127.75,127.75,0
0.0065624,1,180.84,127.88,127.88,0
0.0069162,1,181.02,128,128,0
0.0072824,1,181.2,128.12,128.12,0
0.0076513,1,181.37,128.25,128.25,0
0.0080229,1,181.55,128.38,128.38,0
0.0083973,1,181.73,128.5,128.5,0
0.0087744,1,181.9,128.62,128.62,0
0.0091543,1,182.08,128.75,128.75,0
0.0095369,1,182.26,128.88,128.88,0
0.0099222,1,182.43,129,129,0
0.010307,1,182.61,129.12,129.12,0
0.010693,1,182.79,129.25,129.25,0
0.011082,1,182.96,129.38,129.38,0
0.011473,1,183.14,129.5,129.5,0
0.011865,1,183.32,129.62,129.62,0
0.01226,1,183.49,129.75,129.75,0
0.012657,1,183.67,129.88,129.88,0
0.013056,1,183.85,130,130,0
0.01344,1,184.02,130.12,130.12,0
0.013826,1,184.2,130.25,130.25,0
0.014213,1,184.38,130.38,130.38,0
0.014601,1,184.55,130.5,130.5,0
0.01499,1,184.73,130.62,130.62,0
0.015381,1,184.91,130.75,130.75,0
0.015773,1,185.09,130.88,130.88,0
0.016166,1,185.26,131,131,0
0.016531,1,185.44,131.12,131.12,0
0.016897,1,185.62,131.25,131.25,0
0.017263,1,185.79,131.38,131.38,0
0.017629,1,185.97,131.5,131.5,0
0.017996,1,186.15,131.62,131.62,0
0.018364,1,186.32,131.75,131.75,0
0.018732,1,186.5,131.88,131.88,0
0.0191,1,186.68,132,132,0
0.019427,1,186.85,132.12,132.12,0
0.019754,1,187.03,132.25,132.25,0
0.02008,1,187.21,132.38,132.38,0
0.020407,1,187.38,132.5,132.5,0
0.020733,1,187.56,132.62,132.62,0
0.021059,1,187.74,132.75,132.75,0
0.021384,1,187.91,132.88,132.88,0
0.021709,1,188.09,133,133,0
0.021981,1,188.27,133.12,133.12,0
0.022252,1,188.44,133.25,133.25,0
0.022522,1,188.62,133.38,133.38,0
0.022791,1,188.8,133.5,133.5,0
0.023059,1,188.97,133.62,133.62,0
0.023326,1,189.15,133.75,133.75,0
0.023592,1,189.33,133.88,133.88,0
0.023857,1,189.5,134,134,0
0.024059,1,189.68,134.12,134.12,0
0.02426,1,189.86,134.25,134.25,0
0.024458,1,190.03,134.38,134.38,0
0.024655,1,190.21,134.5,134.5,0
0.02485,1,190.39,134.62,134.62,0
0.025044,1,190.57,134.75,134.75,0
0.025236,1,190.74,134.88,134.88,0
0.025426,1,190.92,135,135,0
0.025546,1,191.1,135.12,135.12,0
0.025664,1,191.27,135.25,135.25,0
0.02578,1,191.45,135.38,135.38,0
0.025893,1,191.63,135.5,135.5,0
0.026004,1,191.8,135.62,135.62,0
0.026112,1,191.98,135.75,135.75,0
0.026218,1,192.16,135.88,135.88,0
0.026322,1,192.33,136,136,0
0.026352,1,192.51,136.12,136.12,0
0.026379,1,192.69,136.25,136.25,0
0.026403,1,192.86,136.38,136.38,0
0.026424,1,193.04,136.5,136.5,0
0.026443,1,193.22,136.62,136.62,0
0.026458,1,193.39,136.75,136.75,0
0.026471,1,193.57,136.88,136.88,0
0.02648,1,193.75,137,137,0
0.026416,1,193.92,137.12,137.12,0
0.026348,1,194.1,137.25,137.25,0
0.026276,1,194.28,137.38,137.38,0
0.026201,1,194.45,137.5,137.5,0
0.026123,1,194.63,137.62,137.62,0
0.026042,1,194.81,137.75,137.75,0
0.025957,1,194.98,137.88,137.88,0
0.025868,1,195.16,138,138,0
0.025709,1,195.34,138.12,138.12,0
0.025545,1,195.52,138.25,138.25,0
0.025378,1,195.69,138.38,138.38,0
0.025208,1,195.87,138.5,138.5,0
0.025033,1,196.05,138.62,138.62,0
0.024855,1,196.22,138.75,138.75,0
0.024673,1,196.4,138.88,138.88,0
0.024487,1,196.58,139,139,0
0.024237,1,196.75,139.12,139.12,0
0.023983,1,196.93,139.25,139.25,0
0.023725,1,197.11,139.38,139.38,0
0.023462,1,197.28,139.5,139.5,0
0.023196,1,197.46,139.62,139.62,0
0.022926,1,197.64,139.75,139.75,0
0.022652,1,197.81,139.88,139.88,0
0.022373,1,197.99,140,140,0
0.022041,1,198.17,140.12,140.12,0
0.021704,1,198.34,140.25,140.25,0
0.021363,1,198.52,140.38,140.38,0
0.021018,1,198.7,140.5,140.5,0
0.020669,1,198.87,140.62,140.62,0
0.020315,1,199.05,140.75,140.75,0
0.019958,1,199.23,140.88,140.88,0
0.019596,1,199.4,141,141,0
0.019193,1,199.58,141.12,141.12,0
0.018786,1,199.76,141.25,141.25,0
0.018375,1,199.93,141.38,141.38,0
0.017959,1,200.11,141.5,141.5,0
0.017539,1,200.29,141.62,141.62,0
0.017115,1,200.46,141.75,141.75,0
0.016687,1,200.64,141.88,141.88,0
0.016255,1,200.82,142,142,0
0.015797,1,201,142.12,142.12,0
0.015335,1,201.17,142.25,142.25,0
0.014869,1,201.35,142.38,142.38,0
0.014399,1,201.53,142.5,142.5,0
0.013924,1,201.7,142.62,142.62,0
0.013446,1,201.88,142.75,142.75,0
0.012963,1,202.06,142.88,142.88,0
0.012477,1,202.23,143,143,0
0.011982,1,202.41,143.12,143.12,0
0.011483,1,202.59,143.25,143.25,0
0.010981,1,202.76,143.38,143.38,0
0.010474,1,202.94,143.5,143.5,0
0.0099636,1,203.12,143.62,143.62,0
0.0094492,1,203.29,143.75,143.75,0
0.0089309,1,203.47,143.88,143.88,0
0.0084087,1,203.65,144,144,0
0.0078969,1,203.82,144.12,144.12,0
0.0073814,1,204,144.25,144.25,0
0.0068623,1,204.18,144.38,144.38,0
0.0063396,1,204.35,144.5,144.5,0
0.0058132,1,204.53,144.62,144.62,0
0.0052832,1,204.71,144.75,144.75,0
0.0047496,1,204.88,144.88,144.88,0
0.0042124,1,205.06,145,145,0
0.0037044,1,205.24,145.12,145.12,0
0.0031931,1,205.41,145.25,145.25,0
0.0026785,1,205.59,145.38,145.38,0
0.0021607,1,205.77,145.5,145.5,0
0.0016397,1,205.94,145.62,145.62,0
0.0011154,1,206.12,145.75,145.75,0
0.00058784,1,206.3,145.88,145.88,0
5.7044e-05,1,206.48,146,146,0
-0.00042634,1,206.65,146.12,146.12,0
-0.00091254,1,206.83,146.25,146.25,0
-0.0014015,1,207.01,146.38,146.38,0
-0.0018933,1,207.18,146.5,146.5,0
-0.0023879,1,207.36,146.62,146.62,0
-0.0028854,1,207.54,146.75,146.75,0
-0.0033856,1,207.71,146.88,146.88,0
-0.0038886,1,207.89,147,147,0
-0.0043274,1,208.07,147.12,147.12,0
-0.0047685,1,208.24,147.25,147.25,0
-0.0052119,1,208.42,147.38,147.38,0
-0.0056576,1,208.6,147.5,147.5,0
-0.0061056,1,208.77,147.62,147.62,0
-0.0065559,1,208.95,147.75,147.75,0
-0.0070086,1,209.13,147.88,147.88,0
-0.0074635,1,209.3,148,148,0
-0.0078396,1,209.48,148.12,148.12,0
-0.0082175,1,209.66,148.25,148.25,0
-0.0085971,1,209.83,148.38,148.38,0
-0.0089786,1,210.01,148.5,148.5,0
-0.0093618,1,210.19,148.62,148.62,0
-0.0097468,1,210.36,148.75,148.75,0
-0.010134,1,210.54,148.88,148.88,0
-0.010522,1,210.72,149,149,0
-0.01082,1,210.89,149.12,149.12,0
-0.011119,1,211.07,149.25,149.25,0
-0.01142,1,211.25,149.38,149.38,0
-0.011721,1,211.42,149.5,149.5,0
-0.012024,1,211.6,149.62,149.62,0
-0.012329,1,211.78,149.75,149.75,0
-0.012634,1,211.96,149.88,149.88,0
-0.012941,1,212.13,150,150,0
-0.013149,1,212.31,150.12,150.12,0
-0.013357,1,212.49,150.25,150.25,0
-0.013566,1,212.66,150.38,150.38,0
-0.013776,1,212.84,150.5,150.5,0
-0.013987,1,213.02,150.62,150.62,0
-0.014198,1,213.19,150.75,150.75,0
-0.01441,1,213.37,150.88,150.88,0
-0.014623,1,213.55,151,151,0
-0.014733,1,213.72,151.12,151.12,0
-0.014843,1,213.9,151.25,151.25,0
-0.014953,1,214.08,151.38,151.38,0
-0.015063,1,214.25,151.5,151.5,0
-0.015174,1,214.43,151.62,151.62,0
-0.015284,1,214.61,151.75,151.75,0
-0.015395,1,214.78,151.88,151.88,0
-0.015506,1,214.96,152,152,0
-0.015514,1,215.14,152.12,152.12,0
-0.015522,1,215.31,152.25,152.25,0
-0.015529,1,215.49,152.38,152.38,0
-0.015536,1,215.67,152.5,152.5,0
-0.015543,1,215.84,152.62,152.62,0
-0.01555,1,216.02,152.75,152.75,0
-0.015556,1,216.2,152.88,152.88,0
-0.015562,1,216.37,153,153,0
-0.015469,1,216.55,153.12,153.12,0
-0.015375,1,216.73,153.25,153.25,0
-0.015281,1,216.9,153.38,153.38,0
-0.015186,1,217.08,153.5,153.5,0
-0.01509,1,217.26,153.62,153.62,0
-0.014993,1,217.44,153.75,153.75,0
-0.014896,1,217.61,153.88,153.88,0
-0.014798,1,217.79,154,154,0
-0.01461,1,217.97,154.12,154.12,0
-0.014421,1,218.14,154.25,154.25,0
-0.01423,1,218.32,154.38,154.38,0
-0.014039,1,218.5,154.5,154.5,0
-0.013846,1,218.67,154.62,154.62,0
-0.013653,1,218.85,154.75,154.75,0
-0.013458,1,219.03,154.88,154.88,0
-0.013262,1,219.2,155,155,0
-0.012989,1,219.38,155.12,155.12,0
-0.012713,1,219.56,155.25,155.25,0
-0.012437,1,219.73,155.38,155.38,0
-0.012159,1,219.91,155.5,155.5,0
-0.01188,1,220.09,155.62,155.62,0
-0.0116,1,220.26,155.75,155.75,0
-0.011318,1,220.44,155.88,155.88,0
-0.011035,1,220.62,156,156,0
-0.010689,1,220.79,156.12,156.12,0
-0.010342,1,220.97,156.25,156.25,0
-0.0099936,1,221.15,156.38,156.38,0
-0.0096435,1,221.32,156.5,156.5,0
-0.0092919,1,221.5,156.62,156.62,0
-0.0089387,1,221.68,156.75,156.75,0
-0.008584,1,221.85,156.88,156.88,0
-0.0082277,1,222.03,157,157,0
-0.0078277,1,222.21,157.12,157.12,0
-0.0074261,1,222.39,157.25,157.25,0
-0.0070228,1,222.56,157.38,157.38,0
-0.0066178,1,222.74,157.5,157.5,0
-0.0062112,1,222.92,157.62,157.62,0
-0.0058029,1,223.09,157.75,157.75,0
-0.0053929,1,223.27,157.88,157.88,0
-0.0049813,1,223.45,158,158,0
-0.0045465,1,223.62,158.12,158.12,0
-0.00411,1,223.8,158.25,158.25,0
-0.0036718,1,223.98,158.38,158.38,0
-0.003232,1,224.15,158.5,158.5,0
-0.0027904,1,224.33,158.62,158.62,0
-0.0023471,1,224.51,158.75,158.75,0
-0.0019022,1,224.68,158.88,158.88,0
-0.0014556,1,224.86,159,159,0
-0.0010074,1,225.04,159.12,159.12,0
-0.00055753,1,225.21,159.25,159.25,0
-0.00010606,1,225.39,159.38,159.38,0
0.00034705,1,225.57,159.5,159.5,0
0.0008018,1,225.74,159.62,159.62,0
0.0012582,1,225.92,159.75,159.75,0
0.0017162,1,226.1,159.88,159.88,0
0.0021759,1,226.27,160,160,0
0.0026153,1,226.45,160.12,160.12,0
0.0030562,1,226.63,160.25,160.25,0
0.0034987,1,226.8,160.38,160.38,0
0.0039426,1,226.98,160.5,160.5,0
0.0043881,1,227.16,160.62,160.62,0
0.0048351,1,227.33,160.75,160.75,0
0.0052836,1,227.51,160.88,160.88,0
0.0057336,1,227.69,161,161,0
0.0061424,1,227.87,161.12,161.12,0
0.0065524,1,228.04,161.25,161.25,0
0.0069638,1,228.22,161.38,161.38,0
0.0073765,1,228.4,161.5,161.5,0
0.0077906,1,228.57,161.62,161.62,0
0.008206,1,228.75,161.75,161.75,0
0.0086227,1,228.93,161.88,161.88,0
0.0090407,1,229.1,162,162,0
0.0093981,1,229.28,162.12,162.12,0
0.0097567,1,229.46,162.25,162.25,0
0.010116,1,229.63,162.38,162.38,0
0.010477,1,229.81,162.5,162.5,0
0.010839,1,229.99,162.62,162.62,0
0.011202,1,230.16,162.75,162.75,0
0.011566,1,230.34,162.88,162.88,0
0.011931,1,230.52,163,163,0
0.012218,1,230.69,163.12,163.12,0
0.012507,1,230.87,163.25,163.25,0
0.012796,1,231.05,163.38,163.38,0
0.013087,1,231.22,163.5,163.5,0
0.013378,1,231.4,163.62,163.62,0
0.013669,1,231.58,163.75,163.75,0
0.013962,1,231.75,163.88,163.88,0
0.014255,1,231.93,164,164,0
0.014458,1,232.11,164.12,164.12,0
0.014661,1,232.28,164.25,164.25,0
